HealthTopic,Population,Indicator,Unit,Time,RegionName,NumValue
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Germany,12.7989122
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Denmark,2.17032335
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Estonia,0
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Greece,0.09687845
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Spain,6.4969569
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,EU/EEA (without UK),20.06238
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,EU/EEA (with UK until 2019),20.207989
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Finland,0.98643645
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,France,8.76257576
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Hungary,0
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Ireland,9.53576863
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Italy,102.89843432
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Lithuania,0.36165698
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Luxembourg,0
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Latvia,1.34893902
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Malta,2.38530796
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Netherlands,6.3667153
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Norway,0.82453249
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Poland,2.55263593
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Portugal,0.09949061
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Romania,0.66989894
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Sweden,2.71225278
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Slovenia,0
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2008-01-01,United Kingdom,21.24727168
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Austria,6.63886285
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Belgium,3.05825911
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Bulgaria,349.17328825
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Cyprus,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Czechia,0.5113829
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Germany,8.07243281
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Denmark,1.34650355
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Estonia,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Greece,0.18727897
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Spain,0.90317916
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,EU/EEA (without UK),13.700863
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,EU/EEA (with UK until 2019),14.155785
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Finland,0.36930867
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,France,22.57749893
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Hungary,0.09855767
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Ireland,32.71159745
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Italy,14.80442271
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Lithuania,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Luxembourg,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Latvia,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Malta,2.61649308
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Netherlands,0.9117448
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Norway,0.42521425
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Poland,3.04504092
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Portugal,0.30025864
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Romania,0.40183087
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Sweden,0.34332274
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Slovenia,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2009-01-01,United Kingdom,17.38833968
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Austria,7.04477994
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Belgium,3.6356218
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Bulgaria,NA
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Cyprus,20.30487379
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Czechia,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Germany,11.07578233
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Denmark,0.88630749
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Estonia,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Greece,14.2634918
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Spain,6.71310943
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,EU/EEA (without UK),74.146805
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,EU/EEA (with UK until 2019),65.694843
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Finland,1.01258642
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,France,74.68706635
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Hungary,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Ireland,68.72991863
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Italy,58.54848125
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Lithuania,0.58567072
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Luxembourg,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Latvia,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Malta,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Netherlands,0.9232367
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Norway,0.59051243
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Poland,0.34819476
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Portugal,0.48435122
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Romania,9.40094205
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Sweden,0.65215481
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Slovenia,0.91909915
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2010-01-01,United Kingdom,5.99541196
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Austria,15.53323338
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Belgium,59.46849121
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Bulgaria,24.62736471
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Cyprus,0
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Czechia,1.56419704
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Germany,23.40920118
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Denmark,14.64001757
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Estonia,5.24143299
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Greece,3.89731086
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Spain,76.98645834
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,EU/EEA (without UK),70.546318
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,EU/EEA (with UK until 2019),63.896072
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Finland,5.20770319
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,France,224.06742468
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Croatia,2.75257756
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Hungary,0.53579417
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Ireland,44.69792708
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Italy,94.24283643
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Lithuania,2.41872826
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Luxembourg,10.9410251
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Latvia,0.45483438
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Malta,14.9316909
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Netherlands,3.08444134
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Norway,7.02041744
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Poland,0.9810211
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Portugal,0.19997911
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Romania,208.77615873
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Sweden,2.88222054
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Slovenia,10.72684765
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,Slovakia,0.34877951
Measles,All cases,Age standardised rate,N/1000000,2011-01-01,United Kingdom,16.92635654
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Austria,4.47781658
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Belgium,8.88009192
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Bulgaria,0.15005623
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Cyprus,1.06221247
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Czechia,2.12050049
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Germany,2.40392004
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Denmark,0.38574165
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Estonia,3.17265714
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Greece,0.29506965
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Spain,26.62990387
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,EU/EEA (without UK),21.501894
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,EU/EEA (with UK until 2019),22.66414
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Finland,0.84153197
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,France,12.78681794
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Croatia,0.49891826
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Hungary,0.2010186
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Ireland,18.86231094
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Italy,11.06005653
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Lithuania,0.74816261
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Luxembourg,3.59335864
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Latvia,1.54299366
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Malta,0
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Netherlands,0.59338012
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Norway,0.74560332
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Poland,1.83559603
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Portugal,0.70863803
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Romania,311.37068512
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Sweden,3.057605
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Slovenia,0.97630378
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,Slovakia,0.17485628
Measles,All cases,Age standardised rate,N/1000000,2012-01-01,United Kingdom,30.82300892
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Austria,9.4391029
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Belgium,4.15078391
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Bulgaria,2.23319696
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Cyprus,0
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Czechia,1.37835206
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Germany,25.91563894
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Denmark,2.97504071
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Estonia,1.52857463
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Greece,0.36908061
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Spain,2.84927437
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,EU/EEA (without UK),20.745281
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,EU/EEA (with UK until 2019),21.716158
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Finland,0.3844048
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,France,3.97922825
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Croatia,0.25677127
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Hungary,0.11207309
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Ireland,8.27945321
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Italy,43.96723274
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Lithuania,12.54342732
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Luxembourg,0
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Latvia,0
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Malta,2.49775332
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Netherlands,152.24717192
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Norway,1.45624215
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Poland,2.16071127
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Portugal,0.09971938
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Romania,59.90057764
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Sweden,5.31500808
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Slovenia,0.46632904
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2013-01-01,United Kingdom,28.49863448
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Austria,15.04065879
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Belgium,6.49049757
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Bulgaria,0
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Cyprus,11.00216968
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Czechia,20.79787013
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Germany,6.51549578
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Denmark,5.59355855
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Estonia,0
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Greece,0.09530892
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Spain,3.57681656
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,EU/EEA (without UK),8.646515
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,EU/EEA (with UK until 2019),7.823199
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Finland,0.40430967
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,France,3.94615043
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Croatia,4.10597392
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Hungary,0
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Ireland,6.4728695
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Iceland,2.2425607
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Italy,32.19452885
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Lithuania,3.91799278
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Luxembourg,3.52088505
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Latvia,18.57740131
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Malta,0
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Netherlands,8.87100243
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Norway,0.52374931
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Poland,2.93695472
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Portugal,0
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Romania,3.1445247
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Sweden,2.67132835
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Slovenia,25.00010822
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2014-01-01,United Kingdom,2.08737922
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Austria,39.71101662
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Belgium,4.06449097
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Bulgaria,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Cyprus,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Czechia,0.82785561
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Germany,36.11292964
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Denmark,1.61754691
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Estonia,3.08405956
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Greece,0.09771962
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Spain,1.26229658
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,EU/EEA (without UK),9.9489
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,EU/EEA (with UK until 2019),8.866271
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Finland,0.38924024
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,France,5.37108763
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Croatia,55.71252064
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Hungary,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Ireland,0.39054041
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Iceland,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Italy,4.89055905
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Lithuania,18.43241859
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Luxembourg,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Latvia,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Malta,2.30180229
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Netherlands,0.46711272
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Norway,2.6331042
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Poland,1.30445641
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Portugal,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Romania,0.37970465
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Sweden,2.22978436
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Slovenia,9.15983338
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2015-01-01,United Kingdom,1.36916432
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Austria,3.38262323
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Belgium,NA
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Bulgaria,0.18505019
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Cyprus,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Czechia,0.68572078
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Germany,4.6843460200000004
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Denmark,0.50863221
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Estonia,1.51137948
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Greece,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Spain,0.88174928
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,EU/EEA (without UK),9.865804
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,EU/EEA (with UK until 2019),9.72975
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Finland,0.82721674
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,France,1.19838466
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Croatia,1.00216069
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Hungary,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Ireland,7.81420639
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Iceland,3.098781
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Italy,16.68349667
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Lithuania,8.21219457
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Luxembourg,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Latvia,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Malta,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Netherlands,0.35919824
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Norway,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Poland,3.69537181
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Portugal,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Romania,131.25814241
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Sweden,0.2893791
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Slovenia,0.50390154
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,Slovakia,0
Measles,All cases,Age standardised rate,N/1000000,2016-01-01,United Kingdom,8.79258192
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Austria,11.82869256
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Belgium,NA
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Bulgaria,26.50213629
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Cyprus,3.40505425
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Czechia,14.3553142
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Germany,13.12249451
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Denmark,0.75160051
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Estonia,0.78645112
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Greece,102.45378408
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Spain,3.68095167
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,EU/EEA (without UK),43.908499
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,EU/EEA (with UK until 2019),38.839553
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Finland,2.01435741
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,France,7.77682241
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Croatia,1.76877102
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Hungary,3.85915568
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Ireland,4.5451923
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Iceland,7.92858023
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Italy,104.83209222
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Lithuania,0.80599834
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Luxembourg,6.8923845
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Latvia,0
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Malta,0
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Netherlands,1.01739632
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Norway,0.20462239
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Poland,1.73134919
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Portugal,3.79496936
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Romania,487.7733464
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Sweden,4.10395495
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Slovenia,3.99027362
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,Slovakia,1.02591918
Measles,All cases,Age standardised rate,N/1000000,2017-01-01,United Kingdom,4.10967421
Measles,All cases,Age standardised rate,N/1000000,2018-01-01,Austria,9.49124737
Measles,All cases,Age standardised rate,N/1000000,2018-01-01,Belgium,NA
Measles,All cases,Age standardised rate,N/1000000,2018-01-01,Bulgaria,2.22970788
Measles,All cases,Age standardised rate,N/1000000,2018-01-01,Cyprus,16.73083312
